ID,NOMBRE,NUM INTERSECCIONES
24332616,PROL. KIWI,1
24332618,LOS RUISEÑORES,2
24332657,LOS PELICANOS,1
24332660,LOS GAVILANES,5
24332662,LOS GORRIONES,1
24332678,DEL PARQUE,4
24332682,DEL PARQUE,4
24332689,HALCONES,2
24332695,LOS TUCANES,3
24332707,LOS COLIBRIES,1
24332708,FLAMENCOS,2
24332726,C. LAS GOLONDRINAS,6
24551967,15 - PANAMERICANA SUR,1
24551968,1S - PANAMERICANA SUR,4
24551979,ANTIGUA PANAMERICANA SUR,4
25111783,AV. SANTA ELVIRA,9
25111799,AV. SANTA ELVIRA,14
25111821,AV. CENTRAL,17
25112316,INDEPENDENCIA,1
25112346,AV. FERROCARRIL,27
25112361,AV. JOSÉ CARLOS MARIÁTEGUI,17
25112375,RIO RIMAC,11
25112385,LA ATARJEA,3
25112389,LA ATARJEA,6
25112392,LOS PUQUIALES,6
25112398,AGUA DULCE,5
25112409,RIO BLANCO,8
25113196,AV. MARAÑON,20
25113198,AV. MARAÑON,27
25113263,CIPIANON RUIZ,2
25113269,EMILIO DE LOS RIOS,3
25113273,BLONDET,7
25113283,MANUEL TRELLES,1
25113291,ANTONIO MORENO,4
25113292,CIPRIANO RUIZ,3
25113313,MARIANO BENAVIDES,4
25113322,CALLE MIGUEL ORTIZ,6
25113326,ARISTIDES,4
25113329,SIMON GRADOS,1
25113342,PEDRO HELMES,6
25113347,RIO PAUCARTAMBO,7
25113410,RIO HUAURA,2
25113411,RIO LURIN,3
25113417,TARICA,2
25113427,RIO HUAURA,1
25113430,RIO CHILLON,2
25113431,PEDRO HELMES,4
25113432,RIO CHICAMA,2
25113433,RIO MAJES,3
25113446,CALLE 1,1
25113517,RIO URUBANBA,9
25113525,RIO CHICAMA,5
25113527,RIO BLANCO,5
25113529,RIO UCAYALI,1
25113530,RIO CHIRA,1
25113542,RIO HUAURA,2
25113546,RIO PAUCAR TAMBO,2
25113555,TARICA,3
25113558,MANUEL DE LA JARA,12
25113578,RAMON ZAVALA,2
25113579,RICARDO ODONOVAN,2
25113581,JUSTO ARIAS,4
25113593,PIRAS,6
25113596,MARCA,3
25113602,EL ZINC,4
25113618,AV. LOS ALISOS,21
25113654,GERARDO UNGER,5
25113705,AVENIDA A,18
25113708,AVENIDA A,13
25113715,LOS OLIVOS,41
25113731,AV. CARLOS ALBERTO IZAGUIRRE,25
25113781,22 DE AGOSTO,14
25113794,22 DE AGOSTO,17
25113808,AV. CARABAYLLO,25
25113817,MAESTRO PERUANO,9
25113820,MAESTRO PERUANO,13
25113831,ROSA DE AMERICA,9
25113859,ALFEDO MENDIOLA,2
25113861,LOS HORNOS,3
25113895,1C - RUTA 1C,3
25113907,JULIO CESAR TELLO,2
25113909,JULIO CESAR TELLO,8
25113980,ALEJANDRO BERTELLO BOLLATI,9
25113984,ELMER FAUCETT,1
25113992,ALEJANDRO BERTELLO BOLLATI,13
25113998,AV. BOCANEGRA,16
25114000,AV. PACASMAYO,38
25114001,AV. PACASMAYO,37
25137819,AV. MEXICO,19
25137853,AV. MEXICO,19
25137971,25 DE ENERO,4
25137976,25 DE ENERO,5
25137993,ALFREDO MENDIOLA,14
25138011,2 DE OCTUBRE,1
25138023,GERARDO UNGER,15
25138061,SAN CARLOS,4
25138076,SANTA ANGELICA,4
25138104,SANTA MARINA,4
25138105,SANTA LEONOR,6
25138108,SANTA MARINA,4
25138111,SANTA MONICA,5
25138142,ROSA DE AMERICA,5
25138203,SAN ANDES,3
25138243,LIBERTAD,29
25138592,LOS ESCRITORES,3
25138594,INDUSTRIAS UNIDAS,8
25138738,LAS GARZAS,4
25138757,LOS INGENIEROS,8
25138874,LOS ASTRONOMOS,4
25138933,LOS SANITARIOS,6
25139011,LOS AGRONOMOS,6
25139076,LAS GARZAS,1
25139321,EULOGIO FERNANDINI,20
25139371,LOS PORTALES,9
25139372,LOS PORTALES,6
25139374,AV. GUILLERMO DE LA FUENTE,17
25139376,AV. GUILLERMO DE LA FUENTE,21
25139474,AV. TRAPICHE,22
26359375,OLAECHEA,11
26359406,JORGE BUCKLEY,3
26359418,AURELIO FERNANDEZ CONCHA,7
26359428,LARANAGA,2
26359443,GEROBOLINI,3
26406792,1S - PANAMERICANA SUR,4
26406972,PROLONGACION HUAYLAS,7
26407080,PROLONGACION HUAYLAS,15
26407297,TOMAS MARSANO,9
26407306,PACHACUTEC,20
26407451,TOMAS MARSANO,22
26407453,TOMAS MARSANO,1
26407458,TOMAS MARSANO,20
26411322,PASEO DE LA REPUBLICA,5
26411329,JIRÓN DE LA UNIÓN,6
26411548,AV. TOMAS VALLE,4
26411656,AV. PANAMERICANA NORTE,9
26411759,AV. PANAMERICANA NORTE,27
26411761,AV. PANAMERICANA NORTE,1
26411773,AV. PANAMERICANA NORTE,1
26412848,PANAMERICANA NORTE,43
27455207,HENADO DE MAGALLANES,2
27455416,OVALO SALOOM,12
27455450,REPÚBLICA DE VENEZUELA,17
27455459,REPÚBLICA DE VENEZUELA,20
27455460,GAMARRA,2
27455493,PLAZA TUPAC AMARU,9
27767529,TALARA,16
27767532,HUANCAVELICA,7
27767540,TUPAC AMARU,16
27767541,TUPAC AMARU,4
27767551,CIRCUNVALACION,17
27767555,LIMA,23
27767560,CALLE 7,2
27767564,DE LA ALAMEDA,24
27767565,DE LA ALAMEDA,30
27767566,SANTA ROSA,5
27767567,SANTA ROSA,6
27767571,CALLEJON ALEJANDRO GRANDA,20
27767572,CENTENARIO,5
27767579,PASEO DE LA REPUBLICA,4
27767580,ARIOSTO MATELLINI,14
27767581,ARIOSTO MATELLINI,17
27767584,GUARDIA PERUANA,9
27767592,GUARDIA PERUANA,6
27767596,GORRIONES,5
27767598,LAS GAVIOTAS,13
27767600,ANDROMEDA,3
27877408,MORALES DUAREZ,2
27877433,MORALES DUAREZ,1
27877436,AV. NUEVO AEROPUERTO,7
27877437,AV. NUEVO AEROPUERTO,7
27877445,ENRIQUE MEIGGS,10
27877486,HUAYLAS,4
27877489,PERSEO,3
27877491,LOS GORRIONES,3
27877498,LAS GAVIOTAS,1
27898312,AV. ARGENTINA,6
27898313,AV. ARGENTINA,4
27898318,JOSE CARLOS MARIATEGUI,4
27898319,IQUITOS,4
27898320,28 DE JULIO,4
27898321,CALLO,8
27898323,LIMA,4
27898324,LOS MILAGROS,6
27898327,LOS PROCERES,5
27898329,YAHURINA,2
27898346,AVENIDA ARGENTINA,33
27898380,GUILLERMO DANSEY,1
27898387,JOSE CARLOS MARIATEGUI,3
27898389,IQUITOS,4
27898391,CALLE ANDAHUAYLAS,3
27925322,AVENIDA NESTOR GAMBETTA,15
27925381,AVENIDA NESTOR GAMBETTA,25
27925388,AV. MORA,18
27925389,AV. MORA,17
27925398,AV. ARGENTINA,3
27925399,AV. ARGENTINA,4
27925400,PASEO GARIBALDI,6
27925409,BUENOS AIRES,7
27925411,BUENOS AIRES,22
27925427,ALBERTO SECADA,6
27925428,LORETO,21
27925431,APURIMAC,10
27925433,PAZ SOLDAN,9
27925444,MEDINA,4
27925446,SAENZ PEÑA,4
27925448,MOORE,4
27925450,LARCO,4
27925453,GARCIA Y GARCIA,4
27925457,PALACIOS,3
27925460,FERRE,3
27925462,ELIAS AGUIRRE,3
27925468,VALLE,3
27925469,JORGE CHAVEZ,8
27925470,MANCO CAPAC,10
27925478,MANCO CAPAC,6
27925479,ROCA,5
27925480,UCAYALI,7
